Block 1,unit 0,2957
Block 1,unit 1,4435
Block 1,unit 2,2587
Block 1,unit 3,5234
Block 1,unit 4,3517
Block 1,unit 5,1848
Block 1,unit 6,307
Block 2,unit 1,3411
Block 2,unit 2,2587
Block 2,unit 3,5914
Block 2,unit 4,3873
Block 2,unit 5,1469
Block 2,unit 6,1478
Block 2,unit 7,530
