Block 3,unit 0,1728
Block 3,unit 1,720
Block 3,unit 2,864
Block 3,unit 3,2160
Block 3,unit 4,1728
Block 3,unit 5,864
Block 3,unit 6,864
Block 3,unit 7,1728
